hotspot_cluster,collision_count,center_lat,center_lon,fatal_count,serious_count,slight_count,avg_casualties,total_casualties,avg_speed_limit,pct_dark,pct_wet,pct_rural,avg_danger_score,lat_spread,lon_spread,fatality_rate,serious_rate,risk_score,risk_rank,risk_tier
897,20,53.258965,-2.1237325,1,3,16,1.05,21,34.0,0.2,0.25,0.0,0.6,0.013019999999997367,0.019239999999999924,0.05,0.2,9.71,1071,Medium
888,438,50.83273821917808,-0.14640251141552513,3,109,326,1.1255707762557077,493,24.748858447488583,0.3013698630136986,0.23515981735159816,0.0319634703196347,0.728310502283105,0.05061000000000604,0.13057000000000002,0.00684931506849315,0.2557077625570776,9.7,1072,Medium
111,55,54.982586727272725,-1.5739663636363637,2,10,43,1.1090909090909091,61,30.0,0.2909090909090909,0.18181818181818182,0.03636363636363636,0.6545454545454545,0.032109999999995864,0.03986999999999985,0.03636363636363636,0.21818181818181817,9.7,1073,Medium
1715,19,51.86902789473684,0.16127052631578948,0,5,14,1.2105263157894737,23,28.94736842105263,0.42105263157894735,0.3157894736842105,0.0,0.8947368421052632,0.020530000000000825,0.016250000000000014,0.0,0.2631578947368421,9.69,1074,Medium
266,6,54.53291333333333,-1.2794033333333332,0,1,5,1.3333333333333333,8,70.0,0.16666666666666666,0.16666666666666666,1.0,2.3333333333333335,0.006949999999996237,0.0017899999999999583,0.0,0.16666666666666666,9.67,1075,Medium
1575,6,51.746923333333335,-2.2189099999999997,0,1,5,1.1666666666666667,7,26.666666666666668,0.3333333333333333,0.8333333333333334,0.3333333333333333,2.3333333333333335,0.0064799999999962665,0.006560000000000343,0.0,0.16666666666666666,9.67,1076,Medium
1073,6,54.23702666666667,-1.2111216666666667,0,1,5,1.5,9,60.0,0.0,0.16666666666666666,1.0,2.3333333333333335,0.0039700000000024716,0.0035799999999999166,0.0,0.16666666666666666,9.67,1077,Medium
975,6,51.24446333333333,-1.6635216666666668,0,1,5,1.1666666666666667,7,35.0,0.3333333333333333,0.5,1.0,2.3333333333333335,0.008490000000001885,0.005830000000000002,0.0,0.16666666666666666,9.67,1078,Medium
1517,12,51.74883,0.5067725,0,3,9,1.75,21,46.666666666666664,0.5,0.16666666666666666,0.0,1.0833333333333333,0.007030000000000314,0.011009999999999964,0.0,0.25,9.67,1079,Medium
1643,6,50.90572,-1.6288733333333332,0,1,5,1.1666666666666667,7,70.0,0.16666666666666666,0.16666666666666666,1.0,2.3333333333333335,0.002009999999998513,0.011740000000000084,0.0,0.16666666666666666,9.67,1080,Medium
562,6,53.57040333333333,-2.547145,0,1,5,1.1666666666666667,7,35.0,0.5,0.5,1.0,2.3333333333333335,0.008090000000002817,0.009549999999999947,0.0,0.16666666666666666,9.67,1081,Medium
284,33,53.420705454545455,-3.0353766666666666,0,9,24,1.2121212121212122,40,27.575757575757574,0.36363636363636365,0.24242424242424243,0.0,0.7272727272727273,0.03119999999999834,0.024079999999999657,0.0,0.2727272727272727,9.65,1082,Medium
1449,95,50.77351378947368,0.2882769473684211,0,27,68,1.2105263157894737,115,30.105263157894736,0.2,0.18947368421052632,0.05263157894736842,0.5368421052631579,0.04151000000000238,0.06581000000000004,0.0,0.28421052631578947,9.65,1083,Medium
2019,33,53.07829212121212,-0.8068990909090908,1,6,26,1.1515151515151516,38,32.121212121212125,0.2727272727272727,0.2727272727272727,0.15151515151515152,0.8787878787878788,0.02072000000000429,0.03539999999999999,0.030303030303030304,0.21212121212121213,9.65,1084,Medium
854,48,54.088290625000006,-0.20014916666666668,0,14,34,1.3125,63,27.708333333333332,0.125,0.16666666666666666,0.041666666666666664,0.4375,0.016730000000002576,0.03455999999999998,0.0,0.2916666666666667,9.65,1085,Medium
596,11,51.51835363636364,0.42838272727272725,0,3,8,1.4545454545454546,16,30.0,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.7272727272727273,0.008429999999997051,0.010729999999999962,0.0,0.2727272727272727,9.64,1086,Medium
1307,15,51.38808866666667,0.07369066666666667,0,4,11,1.4666666666666666,22,28.666666666666668,0.5333333333333333,0.2,0.0,0.8,0.004950000000000898,0.01677,0.0,0.26666666666666666,9.61,1087,Medium
1436,20,50.5278345,-3.6028265,0,6,14,1.3,26,30.5,0.1,0.15,0.0,0.3,0.011879999999997892,0.023379999999999956,0.0,0.3,9.61,1088,Medium
1608,10,51.016003999999995,-1.339805,0,2,8,1.5,15,51.0,0.2,0.1,1.0,1.8,0.00730000000000075,0.01672999999999991,0.0,0.2,9.61,1089,Medium
923,5,53.261378,-2.57977,0,1,4,1.0,5,26.0,0.6,0.2,1.0,1.8,0.0021199999999979013,0.008090000000000153,0.0,0.2,9.6,1090,Medium
634,5,51.602028,-2.926574,0,1,4,1.4,7,48.0,0.2,0.2,1.0,1.8,0.002109999999994727,0.00859000000000032,0.0,0.2,9.6,1091,Medium
976,5,51.180282,-2.0916319999999997,0,1,4,1.2,6,50.0,0.2,0.2,1.0,1.8,0.0041399999999995885,0.0093700000000001,0.0,0.2,9.6,1092,Medium
1407,5,52.867098,-1.3405840000000002,0,1,4,1.0,5,42.0,0.4,0.0,1.0,1.8,0.003900000000001569,0.005619999999999958,0.0,0.2,9.6,1093,Medium
604,5,55.02585799999999,-1.52195,0,1,4,1.0,5,46.0,0.4,0.2,0.8,1.8,0.0050299999999978695,0.00619000000000014,0.0,0.2,9.6,1094,Medium
2333,5,55.822976,-4.332772,0,1,4,1.4,7,36.0,0.4,0.8,0.0,1.8,0.0010600000000025034,0.01177000000000028,0.0,0.2,9.6,1095,Medium
1056,5,52.172942,-0.9003479999999999,0,1,4,1.0,5,50.0,0.2,0.4,1.0,1.8,0.005289999999995132,0.0005500000000000504,0.0,0.2,9.6,1096,Medium
801,5,53.316216,-2.688736,0,1,4,1.4,7,44.0,0.4,0.2,0.8,1.8,0.00588000000000477,0.006730000000000125,0.0,0.2,9.6,1097,Medium
1900,5,53.885644,-3.014444,0,1,4,1.4,7,30.0,0.6,0.8,0.0,1.8,0.004980000000003315,0.008750000000000036,0.0,0.2,9.6,1098,Medium
1587,78,50.859277948717946,-0.9965341025641025,0,20,58,1.2564102564102564,98,35.0,0.2564102564102564,0.20512820512820512,0.20512820512820512,0.9230769230769231,0.03307000000000215,0.041549999999999976,0.0,0.2564102564102564,9.58,1099,Medium
1981,14,52.575968571428575,1.7204835714285716,0,4,10,1.3571428571428572,19,32.857142857142854,0.07142857142857142,0.2857142857142857,0.0,0.5,0.011870000000001824,0.013549999999999951,0.0,0.2857142857142857,9.58,1100,Medium
1064,14,53.960314999999994,-2.018049285714286,0,4,10,1.0,14,29.285714285714285,0.14285714285714285,0.21428571428571427,0.0,0.5,0.005349999999999966,0.01126999999999967,0.0,0.2857142857142857,9.58,1101,Medium
1505,9,51.77929777777778,0.12905555555555556,0,2,7,1.2222222222222223,11,36.666666666666664,0.3333333333333333,0.3333333333333333,0.5555555555555556,1.4444444444444444,0.00408000000000186,0.007320000000000021,0.0,0.2222222222222222,9.56,1102,Medium
1972,203,52.63475965517242,1.289911330049261,0,55,148,1.0985221674876848,223,28.177339901477833,0.2955665024630542,0.24630541871921183,0.0,0.6600985221674877,0.05747000000000213,0.06414999999999993,0.0,0.270935960591133,9.56,1103,Medium
1704,9,51.68302444444444,-0.18686777777777777,0,2,7,1.6666666666666667,15,53.333333333333336,0.0,0.1111111111111111,0.8888888888888888,1.4444444444444444,0.007269999999998333,0.010000000000000009,0.0,0.2222222222222222,9.56,1104,Medium
1450,26,50.797261923076924,0.2856503846153846,0,6,20,1.3846153846153846,36,39.61538461538461,0.19230769230769232,0.38461538461538464,0.4230769230769231,1.3076923076923077,0.008480000000005816,0.02810999999999997,0.0,0.23076923076923078,9.55,1105,Medium
216,53,52.038453773584905,-0.7533773584905661,1,9,43,1.0943396226415094,58,44.80769230769231,0.3584905660377358,0.2830188679245283,0.2830188679245283,1.4528301886792452,0.026249999999997442,0.04186999999999996,0.018867924528301886,0.18867924528301888,9.54,1106,Medium
24,89,52.50796831460674,-2.085271011235955,2,18,69,1.3258426966292134,118,31.685393258426966,0.3146067415730337,0.2808988764044944,0.0,0.8089887640449438,0.027779999999999916,0.05921000000000021,0.02247191011235955,0.2247191011235955,9.53,1107,Medium
197,21,51.48518619047619,0.15008095238095237,0,6,15,1.0952380952380953,23,28.095238095238095,0.19047619047619047,0.14285714285714285,0.0,0.47619047619047616,0.01193999999999562,0.016990000000000005,0.0,0.2857142857142857,9.53,1108,Medium
1227,21,53.707440952380956,-1.677242857142857,0,5,16,1.2857142857142858,27,30.0,0.38095238095238093,0.42857142857142855,0.0,1.1904761904761905,0.012740000000000862,0.027469999999999883,0.0,0.23809523809523808,9.53,1109,Medium
99,300,52.63656003333333,-1.1281821,0,77,223,1.1833333333333333,355,29.766666666666666,0.3566666666666667,0.2733333333333333,0.03,0.8333333333333334,0.055990000000001316,0.08882000000000012,0.0,0.25666666666666665,9.52,1110,Medium
1637,4,50.9914625,-1.4839324999999999,0,1,3,1.0,4,30.0,0.5,0.25,0.0,1.0,0.003079999999997085,0.004010000000000069,0.0,0.25,9.5,1111,Medium
154,8,51.85712375,-4.3092925,0,2,6,1.125,9,20.0,0.125,0.5,0.0,1.0,0.0031999999999996476,0.00880999999999954,0.0,0.25,9.5,1112,Medium
1208,4,52.482385,-2.015105,0,1,3,1.5,6,40.0,0.5,0.25,0.0,1.0,0.004680000000000462,0.0020899999999999253,0.0,0.25,9.5,1113,Medium
1199,8,52.56092875,-1.805585,0,2,6,1.125,9,30.0,0.25,0.375,0.0,1.0,0.0057699999999982765,0.010499999999999954,0.0,0.25,9.5,1114,Medium
949,8,50.26199125,-5.069915,0,2,6,1.0,8,33.75,0.375,0.5,0.125,1.0,0.0032400000000052387,0.01715999999999962,0.0,0.25,9.5,1115,Medium
781,8,52.67761375,-2.43989125,0,2,6,1.125,9,33.75,0.125,0.25,0.375,1.0,0.010169999999995127,0.009259999999999824,0.0,0.25,9.5,1116,Medium
1594,8,50.87156625,-1.2679725,0,2,6,1.25,10,30.0,0.5,0.25,0.0,1.0,0.0028900000000007253,0.010999999999999899,0.0,0.25,9.5,1117,Medium
1562,110,51.90111100000001,-2.082656090909091,2,25,83,1.1363636363636365,125,31.181818181818183,0.2545454545454545,0.20909090909090908,0.0,0.5818181818181818,0.03325999999999851,0.05881000000000025,0.01818181818181818,0.24545454545454545,9.49,1118,Medium
163,11,53.380795454545456,-2.5625436363636362,0,3,8,1.2727272727272727,14,29.09090909090909,0.2727272727272727,0.2727272727272727,0.0,0.6363636363636364,0.010650000000005377,0.0146200000000003,0.0,0.2727272727272727,9.46,1119,Medium
1373,11,52.331911818181815,-0.24936727272727274,0,2,9,1.4545454545454546,16,54.54545454545455,0.09090909090909091,0.18181818181818182,1.0,2.0,0.004280000000001394,0.008379999999999999,0.0,0.18181818181818182,9.46,1120,Medium
435,11,53.50728545454546,-2.159698181818182,0,3,8,1.1818181818181819,13,25.454545454545453,0.18181818181818182,0.36363636363636365,0.0,0.6363636363636364,0.009360000000000923,0.01523999999999992,0.0,0.2727272727272727,9.46,1121,Medium
890,11,50.868419090909086,-0.12174181818181817,0,2,9,1.2727272727272727,14,43.63636363636363,0.18181818181818182,0.36363636363636365,0.8181818181818182,2.0,0.006489999999999441,0.015039999999999998,0.0,0.18181818181818182,9.46,1122,Medium
124,38,54.52753473684211,-1.5519184210526316,0,11,27,1.2894736842105263,49,29.473684210526315,0.2631578947368421,0.07894736842105263,0.0,0.3684210526315789,0.018670000000000186,0.03330000000000011,0.0,0.2894736842105263,9.44,1123,Medium
2201,7,51.42735285714286,-0.4238757142857143,0,2,5,1.2857142857142858,9,28.571428571428573,0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,0.0038100000000014234,0.00935999999999998,0.0,0.2857142857142857,9.43,1124,Medium
2035,7,53.32617571428572,-1.1354542857142857,0,2,5,1.0,7,30.0,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.007089999999998042,0.011770000000000058,0.0,0.2857142857142857,9.43,1125,Medium
537,7,55.99847714285715,-3.7846571428571427,0,2,5,1.2857142857142858,9,27.142857142857142,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0058600000000055275,0.005479999999999929,0.0,0.2857142857142857,9.43,1126,Medium
717,7,53.42687,-1.3524871428571428,0,2,5,1.1428571428571428,8,28.571428571428573,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.0037799999999990064,0.007759999999999989,0.0,0.2857142857142857,9.43,1127,Medium
1728,7,51.96209714285715,-0.20632571428571428,0,1,6,1.1428571428571428,8,55.714285714285715,0.5714285714285714,0.42857142857142855,0.8571428571428571,2.5714285714285716,0.006759999999999877,0.0037399999999999933,0.0,0.14285714285714285,9.43,1128,Medium
2172,7,51.315131428571426,-0.3317457142857143,0,1,6,1.8571428571428572,13,55.714285714285715,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.5714285714285716,0.0029200000000031423,0.008240000000000025,0.0,0.14285714285714285,9.43,1129,Medium
1037,7,51.714189999999995,-0.6127371428571429,0,2,5,1.1428571428571428,8,30.0,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.0057399999999958595,0.01263000000000003,0.0,0.2857142857142857,9.43,1130,Medium
1660,7,51.25171285714286,-1.1095142857142857,0,2,5,1.4285714285714286,10,32.857142857142854,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.004770000000000607,0.007129999999999859,0.0,0.2857142857142857,9.43,1131,Medium
1945,10,53.012997,-0.423002,0,2,8,1.3,13,43.0,0.2,0.3,0.8,1.7,0.0084500000000034,0.008369999999999989,0.0,0.2,9.41,1132,Medium
1753,10,51.459421999999996,0.225569,0,2,8,1.0,10,43.0,0.3,0.3,0.9,1.7,0.0022199999999941156,0.012279999999999985,0.0,0.2,9.41,1133,Medium
267,44,53.05682386363637,-2.2074779545454546,1,9,34,1.3409090909090908,59,30.681818181818183,0.3181818181818182,0.18181818181818182,0.13636363636363635,0.7045454545454546,0.03417999999999921,0.03039000000000014,0.022727272727272728,0.22727272727272727,9.39,1134,Medium
172,19,53.457300000000004,-2.1147331578947366,0,5,14,1.263157894736842,24,29.473684210526315,0.3684210526315789,0.21052631578947367,0.0,0.7368421052631579,0.012399999999999523,0.01961999999999975,0.0,0.2631578947368421,9.38,1135,Medium
2028,28,52.92762892857143,-1.2129978571428572,0,8,20,1.25,35,30.0,0.07142857142857142,0.14285714285714285,0.0,0.39285714285714285,0.013379999999997949,0.022350000000000092,0.0,0.2857142857142857,9.37,1136,Medium
973,6,51.40365166666666,-2.04545,0,1,5,1.1666666666666667,7,53.333333333333336,0.16666666666666666,0.5,1.0,2.1666666666666665,0.002919999999996037,0.010990000000000055,0.0,0.16666666666666666,9.34,1137,Medium
560,6,51.84805166666666,-4.308408333333333,0,1,5,1.3333333333333333,8,36.666666666666664,0.5,0.5,0.8333333333333334,2.1666666666666665,0.0017300000000020077,0.0024799999999993716,0.0,0.16666666666666666,9.34,1138,Medium
1934,6,53.244283333333335,-0.5738233333333334,0,1,5,1.3333333333333333,8,63.333333333333336,0.16666666666666666,0.0,1.0,2.1666666666666665,0.004159999999998831,0.005770000000000053,0.0,0.16666666666666666,9.34,1139,Medium
1250,15,53.819002,-1.4510946666666666,0,4,11,1.1333333333333333,17,32.0,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.6666666666666666,0.014429999999997278,0.013949999999999907,0.0,0.26666666666666666,9.34,1140,Medium
1035,6,51.531595,-0.55067,0,1,5,1.3333333333333333,8,60.0,0.16666666666666666,0.0,1.0,2.1666666666666665,0.0005499999999969418,0.0012999999999999678,0.0,0.16666666666666666,9.34,1141,Medium
57,2152,52.48422375464684,-1.899715724907063,24,413,1715,1.329925650557621,2862,30.73884758364312,0.3643122676579926,0.24535315985130113,0.008828996282527882,0.7778810408921933,0.12447999999999837,0.28454,0.011152416356877323,0.20306691449814127,9.34,1142,Medium
290,6,51.358914999999996,-2.89516,0,1,5,1.0,6,41.666666666666664,0.5,0.3333333333333333,1.0,2.1666666666666665,0.005890000000000839,0.008399999999999963,0.0,0.16666666666666666,9.34,1143,Medium
1428,92,50.72317695652174,-3.526218260869565,1,21,70,1.0978260869565217,101,28.043478260869566,0.31521739130434784,0.2717391304347826,0.021739130434782608,0.782608695652174,0.030130000000006874,0.05569999999999986,0.010869565217391304,0.2391304347826087,9.33,1144,Medium
1602,26,51.24889730769231,-0.7676757692307692,0,6,20,1.0,26,32.30769230769231,0.2692307692307692,0.4230769230769231,0.15384615384615385,1.1923076923076923,0.01536999999999722,0.01978000000000002,0.0,0.23076923076923078,9.32,1145,Medium
208,31,51.49497612903226,0.12528161290322581,0,8,23,1.2580645161290323,39,26.129032258064516,0.3225806451612903,0.22580645161290322,0.12903225806451613,0.7741935483870968,0.01826000000000505,0.027880000000000002,0.0,0.25806451612903225,9.31,1146,Medium
2065,84,52.809241071428566,-1.6385791666666667,0,21,63,1.0714285714285714,90,30.952380952380953,0.40476190476190477,0.2857142857142857,0.023809523809523808,0.8809523809523809,0.028040000000004284,0.04508000000000001,0.0,0.25,9.31,1147,Medium
1355,14,51.436970714285714,-0.4228828571428571,0,4,10,1.2142857142857142,17,30.0,0.2857142857142857,0.0,0.07142857142857142,0.35714285714285715,0.007600000000003604,0.008069999999999966,0.0,0.2857142857142857,9.29,1148,Medium
2103,33,52.477490606060606,1.746620909090909,0,9,24,1.121212121212121,37,28.78787878787879,0.36363636363636365,0.12121212121212122,0.0,0.5454545454545454,0.021880000000003008,0.024389999999999912,0.0,0.2727272727272727,9.29,1149,Medium
2185,11,51.36900818181818,-0.36889636363636363,0,3,8,1.0,11,30.90909090909091,0.36363636363636365,0.18181818181818182,0.0,0.5454545454545454,0.005580000000001917,0.014629999999999976,0.0,0.2727272727272727,9.28,1150,Medium
996,22,50.71568136363636,-1.986683181818182,0,6,16,1.0,22,30.0,0.36363636363636365,0.045454545454545456,0.09090909090909091,0.5454545454545454,0.011869999999994718,0.022739999999999982,0.0,0.2727272727272727,9.28,1151,Medium
1453,19,50.82012263157895,0.2427105263157895,0,5,14,1.5789473684210527,30,31.57894736842105,0.21052631578947367,0.2631578947368421,0.10526315789473684,0.6842105263157895,0.00947999999999638,0.02127000000000001,0.0,0.2631578947368421,9.27,1152,Medium
1251,8,53.84475,-1.5467125,0,2,6,1.375,11,33.75,0.25,0.375,0.0,0.875,0.006630000000001246,0.006610000000000005,0.0,0.25,9.25,1153,Medium
564,8,53.41299375,-2.21784375,0,2,6,1.125,9,32.5,0.25,0.375,0.0,0.875,0.00659000000000276,0.006340000000000234,0.0,0.25,9.25,1154,Medium
1727,8,51.67499875,-0.2370225,0,1,7,1.75,14,68.75,0.25,0.25,1.0,2.75,0.007440000000002556,0.004930000000000018,0.0,0.125,9.25,1155,Medium
2165,8,51.35773375,-0.27305625,0,2,6,1.125,9,30.0,0.125,0.125,0.5,0.875,0.009460000000004243,0.008699999999999986,0.0,0.25,9.25,1156,Medium
55,56,52.479834999999994,-2.1145442857142855,0,14,42,1.3214285714285714,74,30.178571428571427,0.30357142857142855,0.3392857142857143,0.0,0.8571428571428571,0.03146999999999878,0.0537399999999999,0.0,0.25,9.24,1157,Medium
1258,10,53.834105,-1.646808,0,2,8,1.1,11,31.0,0.6,0.4,0.3,1.6,0.007530000000002701,0.01601000000000008,0.0,0.2,9.21,1158,Medium
1986,10,52.375062,1.111269,1,0,9,1.3,13,29.0,0.2,0.4,0.0,0.6,0.007840000000001623,0.01817000000000002,0.1,0.1,9.21,1159,Medium
1921,5,52.61525400000001,-1.201768,0,1,4,2.2,11,62.0,0.0,0.0,0.8,1.6,0.0026700000000019486,0.0045200000000000795,0.0,0.2,9.2,1160,Low
943,5,50.280394,-5.1627719999999995,0,1,4,1.2,6,40.0,0.0,0.2,1.0,1.6,0.0026900000000011914,0.0038800000000005497,0.0,0.2,9.2,1161,Low
716,5,53.539013999999995,-2.238288,0,1,4,2.6,13,30.0,0.2,0.4,0.8,1.6,0.005359999999996035,0.00804999999999989,0.0,0.2,9.2,1162,Low
534,5,53.584348,-0.13198400000000002,0,1,4,1.0,5,38.0,0.4,0.2,0.6,1.6,0.0048499999999975785,0.007959999999999995,0.0,0.2,9.2,1163,Low
746,5,54.625128,-1.647088,0,1,4,1.0,5,36.0,0.2,0.2,1.0,1.6,0.004399999999996851,0.007929999999999993,0.0,0.2,9.2,1164,Low
741,5,55.072712,-1.5229279999999998,0,1,4,1.0,5,28.0,0.6,0.0,1.0,1.6,0.002569999999998629,0.01102000000000003,0.0,0.2,9.2,1165,Low
2334,5,55.808054000000006,-4.345225999999999,0,1,4,1.0,5,30.0,0.6,0.6,0.2,1.6,0.004110000000004277,0.01205999999999996,0.0,0.2,9.2,1166,Low
530,5,52.422636,-1.5693540000000001,0,1,4,1.4,7,36.0,0.4,0.2,0.8,1.6,0.002169999999999561,0.005689999999999973,0.0,0.2,9.2,1167,Low
991,5,51.931416,-0.586812,0,1,4,1.8,9,36.0,0.2,0.2,1.0,1.6,0.004260000000002151,0.006369999999999987,0.0,0.2,9.2,1168,Low
1898,5,53.693704000000004,-2.312282,0,1,4,1.8,9,42.0,0.0,0.6,0.4,1.6,0.0035600000000002296,0.011150000000000215,0.0,0.2,9.2,1169,Low
1789,5,50.9852,0.920308,0,1,4,2.0,10,54.0,0.2,0.0,1.0,1.6,0.0009399999999999409,0.007009999999999961,0.0,0.2,9.2,1170,Low
719,5,52.379548,-1.498366,0,1,4,1.6,8,50.0,0.2,0.2,0.8,1.6,0.005389999999998452,0.009190000000000031,0.0,0.2,9.2,1171,Low
2294,5,51.067482,-0.35509,0,1,4,2.0,10,42.0,0.2,0.6,0.2,1.6,0.005020000000001801,0.008419999999999983,0.0,0.2,9.2,1172,Low
1331,5,51.501354000000006,0.10280199999999999,0,1,4,1.2,6,40.0,0.4,0.4,0.6,1.6,0.006870000000006371,0.0027699999999999947,0.0,0.2,9.2,1173,Low
2094,5,52.687566000000004,-2.0137720000000003,0,1,4,1.4,7,38.0,0.4,0.0,1.0,1.6,0.004809999999999093,0.00246999999999975,0.0,0.2,9.2,1174,Low
610,5,52.117264,-0.44165400000000005,0,1,4,1.2,6,48.0,0.6,0.0,0.6,1.6,0.005440000000000111,0.010050000000000003,0.0,0.2,9.2,1175,Low
715,5,53.564761999999995,-2.46998,0,1,4,1.4,7,32.0,0.8,0.4,0.2,1.6,0.005050000000004218,0.010559999999999903,0.0,0.2,9.2,1176,Low
1454,5,50.845591999999996,0.413772,0,1,4,1.4,7,42.0,0.4,0.4,0.6,1.6,0.004049999999999443,0.0045600000000000085,0.0,0.2,9.2,1177,Low
779,5,51.52532599999999,-2.602974,0,1,4,1.4,7,46.0,0.2,0.4,0.4,1.6,0.0059800000000009845,0.005909999999999638,0.0,0.2,9.2,1178,Low
2146,41,51.24121073170731,-0.1708109756097561,0,10,31,1.2439024390243902,51,29.75609756097561,0.3902439024390244,0.34146341463414637,0.024390243902439025,0.926829268292683,0.027149999999998897,0.02589999999999998,0.0,0.24390243902439024,9.19,1179,Low
2225,17,52.53686647058823,-1.5181705882352943,0,4,13,1.1764705882352942,20,30.0,0.5294117647058824,0.23529411764705882,0.058823529411764705,1.0588235294117647,0.010889999999996292,0.01793,0.0,0.23529411764705882,9.19,1180,Low
384,12,53.52139333333333,-2.3342875,0,3,9,1.0,12,35.0,0.25,0.16666666666666666,0.08333333333333333,0.8333333333333334,0.009320000000002437,0.00796999999999981,0.0,0.25,9.17,1181,Low
30,12,51.58024,-2.9901375,0,3,9,1.0,12,24.166666666666668,0.5,0.25,0.0,0.8333333333333334,0.00787000000000404,0.017460000000000253,0.0,0.25,9.17,1182,Low
2,277,52.91571927797834,-1.478450036101083,2,64,211,1.2057761732851986,334,32.74368231046932,0.21660649819494585,0.296028880866426,0.05776173285198556,0.7509025270758123,0.04502999999999702,0.10161999999999982,0.007220216606498195,0.23826714801444043,9.16,1183,Low
889,30,50.83844366666666,-0.22418233333333332,0,8,22,1.1333333333333333,34,30.0,0.16666666666666666,0.2,0.0,0.5666666666666667,0.021459999999997592,0.02607000000000001,0.0,0.26666666666666666,9.15,1184,Low
1784,7,51.31505714285714,0.8893042857142858,0,2,5,1.4285714285714286,10,25.714285714285715,0.2857142857142857,0.0,0.0,0.2857142857142857,0.004950000000000898,0.012159999999999949,0.0,0.2857142857142857,9.15,1185,Low
1203,7,52.414924285714285,-1.8667242857142856,0,2,5,1.5714285714285714,11,27.142857142857142,0.0,0.14285714285714285,0.0,0.2857142857142857,0.003730000000004452,0.010539999999999994,0.0,0.2857142857142857,9.15,1186,Low
692,7,55.84351857142857,-4.443022857142857,0,2,5,1.0,7,30.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.00929000000000002,0.008950000000000458,0.0,0.2857142857142857,9.15,1187,Low
465,7,55.06436142857143,-1.63363,0,1,6,1.4285714285714286,10,61.42857142857143,0.2857142857142857,0.2857142857142857,1.0,2.4285714285714284,0.005590000000005091,0.006479999999999819,0.0,0.14285714285714285,9.15,1188,Low
79,23,52.7077252173913,-2.755897391304348,1,3,19,1.2608695652173914,29,30.0,0.391304347826087,0.34782608695652173,0.0,0.8695652173913043,0.014719999999996958,0.029290000000000038,0.043478260869565216,0.17391304347826086,9.14,1189,Low
2317,16,55.85140375,-4.302176875,0,4,12,1.3125,21,37.5,0.1875,0.375,0.0,0.8125,0.008639999999999759,0.031019999999999825,0.0,0.25,9.13,1190,Low
1374,9,52.23428444444445,0.11404444444444445,0,2,7,1.1111111111111112,10,40.0,0.3333333333333333,0.0,0.6666666666666666,1.2222222222222223,0.005920000000003256,0.006699999999999998,0.0,0.2222222222222222,9.12,1191,Low
1776,11,51.22197272727272,1.4029800000000001,0,3,8,1.0909090909090908,12,30.0,0.18181818181818182,0.18181818181818182,0.0,0.45454545454545453,0.009120000000002904,0.004310000000000036,0.0,0.2727272727272727,9.1,1192,Low
1523,11,51.80445363636363,1.1542427272727274,0,3,8,1.0909090909090908,12,30.0,0.2727272727272727,0.09090909090909091,0.0,0.45454545454545453,0.003429999999994493,0.02302000000000004,0.0,0.2727272727272727,9.1,1193,Low
310,41,54.89279902439025,-2.9325117073170732,0,11,30,1.0731707317073171,44,29.75609756097561,0.14634146341463414,0.21951219512195122,0.024390243902439025,0.5121951219512195,0.018540000000001555,0.03810000000000002,0.0,0.2682926829268293,9.09,1194,Low
1853,43,53.83793232558139,-2.211020930232558,0,10,33,1.558139534883721,67,30.232558139534884,0.3953488372093023,0.3488372093023256,0.046511627906976744,1.0465116279069768,0.02253000000000327,0.028919999999999835,0.0,0.23255813953488372,9.09,1195,Low
61,26,51.44420807692308,-0.3304303846153846,0,7,19,1.1923076923076923,31,21.153846153846153,0.2692307692307692,0.23076923076923078,0.0,0.5,0.016770000000001062,0.017600000000000005,0.0,0.2692307692307692,9.09,1196,Low
1931,43,52.90944697674419,-0.6448981395348837,2,6,35,1.3255813953488371,57,30.0,0.16279069767441862,0.27906976744186046,0.046511627906976744,0.5813953488372093,0.020630000000004145,0.03262999999999994,0.046511627906976744,0.18604651162790697,9.09,1197,Low
1025,15,50.730274,-2.7566466666666667,0,4,11,1.4666666666666666,22,31.333333333333332,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.5333333333333333,0.011669999999995184,0.01487000000000016,0.0,0.26666666666666666,9.07,1198,Low
485,15,53.045598000000005,-2.9937306666666665,0,4,11,1.0,15,20.0,0.26666666666666666,0.2,0.0,0.5333333333333333,0.007699999999999818,0.013640000000000096,0.0,0.26666666666666666,9.07,1199,Low
1412,17,52.77149352941177,-1.5574311764705884,0,4,13,1.2941176470588236,22,31.176470588235293,0.35294117647058826,0.29411764705882354,0.23529411764705882,1.0,0.009799999999998477,0.017880000000000118,0.0,0.23529411764705882,9.07,1200,Low
